,#,Boardgame,Min. Players,Max. Players,Playing Time,Complexity (BGG),Language,Type,Categories,Mechanisms,
,1,Watson & Holmes (2015),2,7,45-75 Min,"2,16",,Thematic,"Bluffing, Deduction, Murder / Mystery, Novel-based","Action / Bidding, Modular Board, Player Elimination, Simultaneous Action Selection, Variable Player Powers",
,1,Wavelength (2019),2,12,30-45 Min,"1,12",Dutch,Party,Party Game,"Race, Targeted Clues, Team-Based Game",
,1,Wazzda?! (1996),3,8,60 Min,"1,18",Dutch,Party,"Action / Dexterity, Party Game",,
,1,Ontmasker de Weerwolven (2023),8,18,45 Min,"1,31",Dutch,Party,"Bluffing, Deduction, Horror, Murder / Mystery, Party Game","Hidden Roles, Player Elimination, Role Playing, Team-Based Game, Variable Player Powers, Voting",
,1,Weerwolven & Waaghalzen (2008),5,68,30-90 Min,"1,49",Dutch,Party,"Bluffing, Card Game, Deduction, Horror, Murder / Mystery, Negotiation, Party Game","Hidden Roles, Player Elimination, Role Playing, Roles with Asymmetric Information, Team-Based Game, Traitor Game, Voting",
,1,Welcome Back to the Dungeon (2016),2,4,30 Min,"1,31",English,Family,"Bluffing, Card Game, Fantasy, Fighting","Bids As Wagers, Memory, Player Elimination, Push Your Luck",
,1,Welcome To... (2018),1,100,25 Min,"1,84","English, French",Family,City Building,"Bingo, Contracts, End Game Bonuses, Multi-Use Cards, Paper-and-Pencil, Pattern Building, Simultaneous Action Selection, Solo / Solitaire Game",
,1,Western Empires (2019),5,9,180-780 Min,"3,29",,Strategy,"Ancient, Bluffing, City Building, Civilization, Economic, Memory, Mythology, Nautical, Negotiation, Pirates, Political, Prehistoric, Real-time, Territory Building","Advantage Token, Area Majority / Influence, Area Movement, Betting and Bluffing, Bribery, Hand Management, Memory, Negotiation, Real-Time, Set Collection, Take That, Trading, Variable Player Powers",
,1,What Do You Meme? (2016),3,20,30-90 Min,"1,05",English,Party,"Card Game, Humor, Mature / Adult, Party Game","Hand Management, Simultaneous Action Selection",
,1,When I Dream (2016),4,10,20-40 Min,"1,19",,Party,"Deduction, Party Game, Real-Time, Word Game","Communication Limits, Hidden Roles, Memory, Role Playing, Storytelling, Team-Based Game",
,1,Wie Ben Ik? (2008),2,6,20 Min,"1,38",Dutch,Children's,"Children's Game, Deduction",,
,1,Wie Zoekt Die Vindt! (2022),2,4,10-15 Min,1,Dutch,Children's,"Animals, Children's Game, Educational",,
,1,Wild Cards (2020),2,5,20-30 Min,"1,25",,Family,"Bluffing, Card Game","Auction / Bidding, Set Collection, Variable Player Powers",
,1,Wild: Serengeti (2022),1,4,45-120 Min,"2,6",,Strategy,Animals,"Action Drafting, Cooperative Game, End Game Bonuses, Open Drafting, Pattern Building, Set Collection, Solo / Solitaire Game, Variable Player Powers, Worker Placement",
,1,Wilmot's Warehouse (2024),2,6,30 Min,"1,22",Dutch,Party,"Memory, Video Game Theme","Cooperative Game, Memory, Storytelling",
,1,Wingspan (2019),1,5,40-70 Min,"2,48",English,Strategy,"Animals, Card Game, Educational","Action Queue, Dice Rolling, End Game Bonuses, Hand Management, Once-Per-Game-Abilities, Open Drafting, Set Collection, Solo / Solitaire Game, Turn Order: Progressive",
,1,Wizard (1984),3,6,45 Min,"1,7",Dutch,Family,"Card Game, Fantasy","Betting and Bluffing, Hand Management, Predictive Bid, Trick-taking",
,1,Wolven (2022),2,5,75 Min,"2,81",Dutch,Strategy,"Animals, Territory Building","Area Majority / Influence, Grid Movement, Hexagon Grid, Modular Board, Take That, Variable Set-up",
,1,Wonder Woods (2022),2,5,20-25 Min,"1,2",,Family,Bluffing,Deduction,
,1,Wonderland's War (2022),2,5,45-125 Min,"3,05",,Stategy,"Fantasy, Novel-based","Area Majority / Influence, Deck, Bag, and Pool Building, Dice Rolling, Open Drafting, Push Your Luck, Rondel, Variable Player Powers",
,1,World of Warcraft: Wrath of the Lich King (2021),1,5,45-60 Min,"2,27",,Thematic,"Fantasy, Video Game Theme","Action Points, Cooperative Game, Hand Management, Point to Point, Movement, Set Collection, Trading, Variable Player Powers",
,1,Wrong Party (2021),2,5,30-60 Min,"1,18",,Family,"Card Game, Fantasy, Humor, Party Game","Closed Drafting, Hand Management, Memory, Set Collection, Take That",
,1,Wyrmspan (EN) (2024),1,5,89 Min,"2,82",English,Strategy,"Animals, Card Game, Fantasy","End Game Bonuses, Hand Management, Once-Per-Game-Abilities, Open Drafting, Rondel, Solo/Solitaire Game, Track Movement, Turn Order: Progressive",
,1,Wyrmspan (NL) (2024),1,5,90 Min,"2,82",Dutch,Strategy,"Animals, Card Game, Fantasy","End Game Bonuses, Hand Management, Once-Per-Game-Abilities, Open Drafting, Rondel, Solo/Solitaire Game, Track Movement, Turn Order: Progressive",
,1,Yogi (2017),3,12,15-20 Min,"1,21",,Party,"Action / Dexterity, Card Game, Party Game","Player Elimination, Take That, Team-Based Game",
,1,Yokohama (2016),2,4,90 Min,"3,28",,Strategy,Economic,"Contracts, End Game Bonuses, Grid Movement, Modular Board, Network and Route Building, Set Collection, Variable Set-up, Worker Placement, Different Worker Types",
,1,Yokohama Duel (2018),2,2,45 Min,"2,65",English,"Two-Player, Strategy",Economic,"Set Collection, Worker Placement",
,1,Zombicide (2012),1,6,60 Min,"2,53",English,Thematic,"Fighting, Horror, Miniatures, Zombies","Action Points, Cooperative Game, Dice Rolling, Grid Movement, Hand Management, Modular Board, Player Elimination, Scenario / Mission / Campaign Game, Trading, Variable Player Powers",
,1,Zoo Vadis (2023),3,7,20-40 Min,"2,1",Dutch,Strategy,"Animals, Negotiation, Political","Bribery, Hidden Victory Points, Negotiation, Once-Per-Game, Abilities, Point to Point, Movement",
,1,Zooloretto (2007),2,5,45 Min,"1,86",,Family,Animals,"Open Drafting, Set Collection, Tile Placement",
